,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
ppc,0.922513393320584,0.193049949178807,0.932996837654005,0.269431382555337,0.932996837654005,0.269431382555337,0.486379273176644
ppdA,-0.383103184837779,0.758731110962182,-0.286526714533931,0.812151525300952,-0.286526714533931,0.812151525300952,0.919097758795843
ppdB,5.92231575676854,0.0141722021455568,1.61434255062109,0.314682249665318,1.61434255062109,0.314682249665318,0.535612360623745
ppdC,1.1834738935315,0.636553564666916,1.30897365316761,0.521532601121473,1.1834738935315,0.636553564666916,0.809171440294039
pphA,-1.66198244969382,0.247219449769229,-1.55659286272099,0.330669952773114,-1.55659286272099,0.330669952773114,0.553686323919011
pphB,-2.22135518168737,0.3218646354714,-1.77673613149388,0.347353835309456,-1.77673613149388,0.347353835309456,0.570460239123983
ppiA,-0.497203865871207,0.469777900172888,-0.490300854145645,0.464668236106431,-0.497203865871207,0.469777900172888,0.688072365074784
ppiB,-4.09059739232824,6.43257096153218e-07,-4.09433675870929,1.35695494934127e-06,-4.09433675870929,1.35695494934127e-06,5.19778362500057e-05
ppiC,-3.41437880667914,2.75656884879142e-05,-3.43753073111534,2.99924633120259e-05,-3.43753073111534,2.99924633120259e-05,0.000594234913502306
ppiD,-0.0837683643284617,0.916350765643108,-0.103683151706452,0.883499486728365,-0.0837683643284617,0.916350765643108,0.965059643733067
ppk,0.516734386090344,0.451573060895373,0.507124772702686,0.451284788000462,0.516734386090344,0.451573060895373,0.673778350102601
pppA,-0.701287225635234,0.610211600291042,-0.768054485175899,0.397673881552473,-0.701287225635234,0.610211600291042,0.790170977582283
ppsA,2.21816982483821,0.00217694545879832,2.21134128604562,0.00353379048545333,2.21134128604562,0.00353379048545333,0.0225960339149337
ppsR,-2.42792311893294,0.00377121017841415,-2.42220324096185,0.0046626834757998,-2.42220324096185,0.0046626834757998,0.0276570871315127
pptA,-2.82956189457754,0.0928051918152164,-2.94228089677905,0.111923001224153,-2.94228089677905,0.111923001224153,0.273050988082772
ppx,-1.96498112813132,0.00868845862626623,-1.9596124127441,0.00676377433953604,-1.96498112813132,0.00868845862626623,0.0442341526516997
pqiA,0.557827054538501,0.447746221731525,0.567299912627185,0.481025634709948,0.567299912627185,0.481025634709948,0.697342101670884
pqiB,-0.0332901793005069,0.948793001907447,-0.0581719493682158,0.938069494225306,-0.0332901793005069,0.948793001907447,0.979194095305691
pqqL,1.58649628326369,0.203263599483635,1.51788271270284,0.0987857363700401,1.58649628326369,0.203263599483635,0.406743582892718
prc,1.9734717067125,0.00709174013275194,1.95778450271013,0.0139267438855002,1.95778450271013,0.0139267438855002,0.0623063002307919
preA,2.81197480702592,0.0420710132917094,3.29914506187491,0.00594862729634325,2.81197480702592,0.0420710132917094,0.137818476408606
preB,1.03105254001482,0.382078161127922,0.96404360312979,0.349993271654209,1.03105254001482,0.382078161127922,0.609997074580688
